file_name,subset,content_type,width,height,resolution,quality,aspect_ratio,image_mode,format,source_tag,competition,region,split
Cognizant(2)1013.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1014.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1015.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1016.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1017.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1018.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1019.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)102.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1020.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1021.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1022.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1023.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1024.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1025.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1026.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1027.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1028.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1029.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)103.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1030.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1031.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1032.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1033.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1034.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1035.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1036.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1037.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1038.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1039.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)104.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1040.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1041.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1042.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1043.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1044.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1045.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1046.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1047.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1048.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1049.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)105.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1050.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1051.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1052.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1053.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1054.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1055.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1056.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1057.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1058.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1059.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)106.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1060.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1061.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1062.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1063.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1064.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1065.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1066.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1067.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1068.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1069.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)107.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1070.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1071.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1072.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1073.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1074.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1075.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1076.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1077.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1078.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1079.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)108.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1080.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1081.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1082.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1083.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1084.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1085.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1086.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1087.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1088.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1089.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)109.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1090.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1091.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1092.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1093.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1094.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1095.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1096.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1097.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1098.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1099.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)11.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)110.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1100.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1101.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1102.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1103.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1104.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1105.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1106.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1107.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1108.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1109.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)111.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1110.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1111.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1112.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1113.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1114.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1115.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1116.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1117.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1118.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1119.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)112.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1120.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1121.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1122.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1123.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1124.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1125.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1126.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1127.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1128.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1129.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)113.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1130.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1131.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1132.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1133.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1134.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1135.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1136.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1137.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1138.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1139.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)114.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1140.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1141.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1142.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1143.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1144.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1145.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1146.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1147.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1148.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1149.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)115.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1150.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1151.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1152.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1153.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1154.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1155.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1156.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1157.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1158.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
Cognizant(2)1159.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)116.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1160.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1161.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1162.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1163.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1164.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1165.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1166.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1167.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1168.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1169.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)117.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,test
Cognizant(2)1170.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1171.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1172.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1173.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1174.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1175.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,train
Cognizant(2)1176.jpg,grounds,broadcast,1280,602,1280x602,HD-Ready,2.126,RGB,JPEG,cognizant,Sponsor-branded series,Unspecified,validation
